0.0	2.7348
0.25	2.72564
0.5	2.71658
0.75	2.7104
1.0	2.72419
1.25	2.75368
1.5	2.79188
1.75	2.83219
2.0	2.8737
2.25	2.91343
2.5	2.94649
2.75	2.97103
3.0	2.98566
3.25	2.99124
3.5	2.99082
3.75	2.98677
4.0	2.98151
4.25	2.97521
4.5	2.96943
4.75	2.96337
5.0	2.95715
5.25	2.95103
5.5	2.94532
5.75	2.93987
6.0	2.93384
6.25	2.9277
6.5	2.92255
6.75	2.91718
7.0	2.91178
7.25	2.90713
7.5	2.90306
7.75	2.8985
8.0	2.89419
8.25	2.88951
8.5	2.88655
8.75	2.89071
9.0	2.90325
9.25	2.9181
9.5	2.93118
9.75	2.93821
10.0	2.93782
10.25	2.93204
10.5	2.92351
10.75	2.91386
11.0	2.9048
11.25	2.89681
11.5	2.88903
11.75	2.88162
12.0	2.87391
12.25	2.86672
12.5	2.85942
12.75	2.8521
13.0	2.84435
13.25	2.83689
13.5	2.82968
13.75	2.82226
14.0	2.81617
14.25	2.81038
14.5	2.80165
14.75	2.79609
15.0	2.79496
15.25	2.79586
15.5	2.80157
15.75	2.80876
16.0	2.81772
16.25	2.82683
16.5	2.83556
16.75	2.84523
17.0	2.85527
17.25	2.86174
17.5	2.86665
17.75	2.87147
18.0	2.8773
18.25	2.88366
18.5	2.89173
18.75	2.89972
19.0	2.90683
19.25	2.91163
19.5	2.91341
19.75	2.91553
20.0	2.92021
20.25	2.92718
20.5	2.93421
20.75	2.94127
21.0	2.9478
21.25	2.95595
21.5	2.96609
21.75	2.97428
22.0	2.97991
22.25	2.9841
22.5	2.98704
22.75	2.98897
23.0	2.98947
23.25	2.98861
23.5	2.98769
23.75	2.98564
24.0	2.9836
24.25	2.98105
24.5	2.97831
24.75	2.97544
25.0	2.97146
25.25	2.96729
25.5	2.96313
25.75	2.95672
26.0	2.95148
26.25	2.94404
26.5	2.93364
26.75	2.92381
27.0	2.91296
27.25	2.90159
27.5	2.89168
27.75	2.88284
28.0	2.87398
28.25	2.86616
28.5	2.85749
28.75	2.84842
29.0	2.83903
29.25	2.83156
29.5	2.82533
29.75	2.82102
30.0	2.81647
30.25	2.81261
30.5	2.80999
30.75	2.80703
31.0	2.80411
31.25	2.80195
31.5	2.79991
31.75	2.79718
32.0	2.79422
32.25	2.79189
32.5	2.78909
32.75	2.78677
33.0	2.78352
33.25	2.78132
33.5	2.77759
33.75	2.77364
34.0	2.77034
34.25	2.76685
34.5	2.76311
34.75	2.76218
35.0	2.7632
35.25	2.76344
35.5	2.76224
35.75	2.76101
36.0	2.75802
36.25	2.75425
36.5	2.75121
36.75	2.74703
37.0	2.74296
37.25	2.73962
37.5	2.73716
37.75	2.73417
38.0	2.73134
38.25	2.72816
38.5	2.72436
38.75	2.71999
39.0	2.71655
39.25	2.71192
39.5	2.70691
39.75	2.70278
40.0	2.69873
40.25	2.69491
40.5	2.69073
40.75	2.68704
41.0	2.68179
41.25	2.67803
41.5	2.67319
41.75	2.66818
42.0	2.66389
42.25	2.66024
42.5	2.65637
42.75	2.65338
43.0	2.64912
43.25	2.64505
43.5	2.64072
43.75	2.63711
44.0	2.63509
44.25	2.63208
44.5	2.6289
44.75	2.62557
45.0	2.62205
45.25	2.61756
45.5	2.61376
45.75	2.60965
46.0	2.60522
46.25	2.60097
46.5	2.59657
46.75	2.59194
47.0	2.58776
47.25	2.5833
47.5	2.57867
47.75	2.57467
48.0	2.57013
48.25	2.56635
48.5	2.56243
48.75	2.55969
49.0	2.55628
49.25	2.55308
49.5	2.54969
49.75	2.54632
50.0	2.54353
50.25	2.54076
50.5	2.5381
50.75	2.53514
51.0	2.53174
51.25	2.52865
51.5	2.52538
51.75	2.52246
52.0	2.51963
52.25	2.51654
52.5	2.51353
52.75	2.50999
53.0	2.50638
53.25	2.50279
53.5	2.49945
53.75	2.49625
54.0	2.49304
54.25	2.49019
54.5	2.48684
54.75	2.48163
55.0	2.47741
55.25	2.47476
55.5	2.47182
55.75	2.47121
56.0	2.46906
56.25	2.46698
56.5	2.46508
56.75	2.46265
57.0	2.46043
57.25	2.45773
57.5	2.45516
57.75	2.45297
